COD_2010,COD_2022
"940140611","940150602"
"940140612","940150604"
"940140612","940150603"
"940140701","940150401"
"940140702","940150405"
"940140702","940150402"
"940140703","940150404"
"940140703","940150403"
"940140704","940150411"
"940140704","940150409"
"940140705","940150302"
"940140705","940150309"
"940140706","940150301"
"940140706","940150312"
"940140706","940150316"
"940140706","940150313"
"940140706","940150314"
"940140707","940150311"
"940140707","940150310"
"940140707","940150315"
"940140708","940150303"
"940140708","940150305"
"940140708","940150308"
"940140709","940150307"
"940140710","940150306"
"940140711","940150413"
"940140711","940150304"
"940140712","940150412"
"940140712","940150414"
"940140713","940150408"
"940140714","940150406"
"940140714","940150407"
"940140801","940150512"
"940140802","940150511"
"940140803","940150508"
"940140804","940150507"
"940140805","940150506"
"940140806","940150505"
"940140807","940150504"
"940140808","940150509"
"940140808","940150510"
"940140809","940150513"
"940140810","940150515"
"940140810","940150514"
"940140811","940150503"
"940140812","940150502"
"940140813","940150501"
"901050505","901050509"
"901050505","901050506"
"901050505","901050510"
"901050505","901051201"
"901050505","901050505"
"901050506","901050509"
"900280203","900280203"
"900770418","900770418"
"900560408","900560408"
"861540108","861540106"
"861540108","861540107"
"861890302","861890302"
"821330517","821330517"
"821330517","821330514"
"820700515","820700515"
"820700515","820700516"
"820700516","820700515"
"820700516","820700516"
"901190207","901190211"
"901190202","901190203"
"901050703","901051118"
"820632812","820632804"
"820632813","820632804"
"661050206","661050103"
"661050206","661050206"
"900630403","900630403"
"900630403","900630404"
"820848701","820848701"
"820848702","820848701"
"820848702","820848702"
"861470901","861470903"
"861470901","861470901"
"861470910","861470917"
"861470910","861470916"
"861470919","861470914"
"861470919","861470915"
"861470919","861470912"
"861470812","861470814"
"861470812","861470816"
"861470812","861470811"
"861470810","861470813"
"861470810","861470817"
"861470817","861470817"
"861470815","861470808"
"861470815","861470810"
"861470815","861470811"
"861470804","861470808"
"861470804","861470807"
"861470802","861470802"
"861470802","861470803"
"861470802","861470807"
"860490201","860490201"
"860350705","860350705"
"860350706","860350706"
"860490202","860490202"
"860351208","860351210"
"860351208","860351208"
"860351217","860351217"
"860351217","860351216"
"860491702","860491709"
"860491702","860491707"
"860351218","860351210"
"860351218","860351208"
"860490802","860490807"
"860490802","860490803"
"860491718","860491709"
"860351209","860351213"
"860351209","860351211"
"860491713","860491708"
"860491713","860491707"
"860351210","860351213"
"860351210","860351211"
"860490901","860490901"
"860351211","860351215"
"860491712","860491708"
"860491712","860491711"
"860490303","860490303"
"860351213","860351214"
"860351213","860351210"
"860490812","860490805"
"860490812","860490804"
"860491703","860491710"
"860491703","860491712"
"860491711","860491711"
"860491711","860491710"
"860491711","860491712"
"860351220","860351219"
"860351220","860351213"
"860351220","860351215"
"860490813","860490804"
"860490813","860490806"
"860490902","860490909"
"860490902","860490905"
"860490304","860490303"
"860490304","860490304"
"860490918","860490903"
"860490918","860490904"
"860490918","860490906"
"860490918","860490902"
"860351219","860351219"
"860351219","860351221"
"860350704","860350704"
"860351103","860351103"
"860351102","860351102"
"860351105","860351105"
"860351101","860351301"
"860351101","860351101"
"860351101","860351119"
"860351505","860351506"
"860351505","860351507"
"860351514","860351514"
"860351514","860351515"
"860351503","860351503"
"860351402","860351409"
"860351402","860351413"
"860351502","860351502"
"860351506","860351503"
"860351506","860351507"
"860351506","860351508"
"860351409","860351405"
"860351301","860351301"
"860351301","860351303"
"860351301","860351302"
"860351517","860351513"
"860351517","860351512"
"860351517","860351516"
"860351501","860351501"
"860351512","860351512"
"860351401","860351411"
"860351401","860351410"
"860351507","860351503"
"860351507","860351509"
"860351507","860351508"
"860351311","860351303"
"860351311","860351304"
"860351314","860351305"
"860351314","860351306"
"860351314","860351307"
"860351508","860351509"
"860351508","860351501"
"860351205","860351205"
"860351205","860351206"
"860351513","860351513"
"860351513","860351514"
"860351510","860351511"
"860351510","860351508"
"860491005","860491015"
"860491005","860491009"
"860491006","860491014"
"860491006","860491015"
"860491006","860491013"
"860491004","860491008"
"860491004","860491005"
"860491004","860491013"
"860491404","860491412"
"860491404","860491410"
"860491014","860491010"
"860491501","860491501"
"860491606","860491607"
"860491606","860491605"
"860491019","860491014"
"860491019","860491015"
"860491019","860491013"
"860491308","860491311"
"860491308","860491314"
"860491412","860491415"
"860491412","860491413"
"860491306","860491313"
"860491306","860491312"
"860491306","860491314"
"860491013","860491010"
"860491013","860491019"
"860491013","860491012"
"860491603","860491607"
"860491411","860491412"
"860491411","860491413"
"860491615","860491605"
"860491615","860491604"
"860491615","860491610"
"860491502","860491501"
"860491502","860491505"
"860491502","860491506"
"860491008","860491018"
"860491008","860491017"
"860491008","860491016"
"860490311","860490315"
"860490311","860490314"
"860491007","860491019"
"860491007","860491015"
"860491007","860491017"
"860491604","860491608"
"860491012","860491011"
"860491201","860491202"
"860491201","860491203"
"860491201","860491204"
"860491307","860491314"
"860490905","860490915"
"860490905","860490919"
"860490905","860490914"
"860490905","860490912"
"860490906","860490918"
"860490906","860490919"
"860490804","860490811"
"860490804","860490810"
"860490805","860490816"
"860490915","860490909"
"860490915","860490908"
"860490915","860490907"
"860490809","860490814"
"860490809","860490811"
"860490815","860490812"
"860490816","860490813"
"860490808","860490815"
"860491709","860491714"
"860491709","860491716"
"860491709","860491715"
"860491706","860491717"
"860491706","860491716"
"860490806","860490817"
"860490914","860490911"
"860490914","860490908"
"860490914","860490910"
"860490308","860490311"
"860490912","860490912"
"860490807","860490814"
"860490807","860490818"
"860490817","860490819"
"860490817","860490813"
"860491301","860491303"
"860491301","860491302"
"860491301","860491301"
"860490911","860490911"
"860490911","860490916"
"860491708","860491718"
"860490920","860490911"
"860490920","860490912"
"860491314","860491301"
"860490309","860490310"
"860490309","860490312"
"860491707","860491717"
"860491707","860491718"
"860490910","860490916"
"860490910","860490917"
"860491401","860491402"
"860491401","860491401"
"860491313","860491303"
"860491313","860491301"
"860490909","860490918"
"860490909","860490915"
"860490909","860490917"
"860491407","860491402"
"860491407","860491401"
"860491302","860491304"
"860491302","860491305"
"860491001","860491002"
"860491001","860491001"
"860490908","860490918"
"860490908","860490920"
"860491408","860491403"
"860491402","860491402"
"860491402","860491404"
"860491402","860491407"
"860491312","860491304"
"860491312","860491303"
"860491601","860491601"
"860490907","860490922"
"860491406","860491404"
"860491406","860491407"
"860491303","860491305"
"860491303","860491308"
"860491607","860491602"
"860491311","860491304"
"860491311","860491306"
"860490922","860490921"
"860490922","860490920"
"860490921","860490921"
"860490921","860490922"
"860491002","860491004"
"860491002","860491001"
"860491002","860491003"
"860491414","860491405"
"860491409","860491406"
"860491409","860491407"
"860491409","860491403"
"860491310","860491308"
"860491310","860491307"
"860491016","860491002"
"860491016","860491003"
"860490404","860490404"
"860491405","860491407"
"860491405","860491408"
"860491413","860491406"
"860491413","860491405"
"860491413","860491413"
"860491309","860491309"
"860491309","860491308"
"860491309","860491307"
"860491814","860491812"
"860491814","860491813"
"860491814","860491811"
"860491813","860491812"
"860491811","860491810"
"860491811","860491811"
"860491809","860491815"
"860491809","860491809"
"860491809","860491814"
"860491809","860491816"
"860491206","860491215"
"860491206","860491214"
"860491207","860491215"
"860490518","860490519"
"860490518","860490520"
"860491815","860491815"
"860491815","860491814"
"860491208","860491213"
"860491208","860491216"
"860491114","860491113"
"860491114","860491114"
"860490501","860490523"
"860490501","860490601"
"860490501","860490501"
"860490501","860490525"
"860490501","860490524"
"860491816","860491815"
"860491816","860491817"
"860491816","860491816"
"860490506","860490510"
"860490506","860490515"
"860490506","860490521"
"860490506","860490514"
"860491213","860491213"
"860491213","860491217"
"860491213","860491216"
"860490515","860490510"
"860490515","860490503"
"860490515","860490507"
"860490515","860490508"
"860490523","860490519"
"860490523","860490521"
"860490523","860490518"
"860491817","860491815"
"860491817","860491817"
"860490510","860490506"
"860490510","860490505"
"860490511","860490504"
"860490511","860490507"
"860490511","860490505"
"860490507","860490514"
"860490507","860490511"
"860490507","860490510"
"860490507","860490509"
"860490507","860490512"
"860490507","860490513"
"860490512","860490503"
"860490512","860490507"
"860490512","860490509"
"860490512","860490508"
"860490522","860490506"
"860490522","860490505"
"860351106","860351109"
"860351106","860351111"
"860351106","860351110"
"860351106","860351106"
"860351106","860351108"
"860351203","860351203"
"860351108","860351111"
"860351108","860351116"
"860351111","860351109"
"860351111","860351101"
"860351111","860351108"
"860351110","860351111"
"860351110","860351110"
"860351405","860351401"
"860351405","860351402"
"860351407","860351403"
"860351407","860351402"
"860351109","860351109"
"860351109","860351112"
"860351109","860351110"
"860351112","860351119"
"860351112","860351112"
"860351416","860351403"
"860351403","860351408"
"860351403","860351407"
"860351504","860351504"
"860351516","860351506"
"860351516","860351505"
"860351113","860351301"
"860351113","860351119"
"860351113","860351114"
"860351113","860351113"
"860351408","860351404"
"860351404","860351407"
"860351406","860351406"
"860351114","860351119"
"860351114","860351114"
"860351607","860351606"
"860351607","860351605"
"860351607","860351607"
"860351607","860351613"
"860351612","860351611"
"860351612","860351610"
"860351611","860351611"
"860351611","860351612"
"860351306","860351314"
"860351306","860351313"
"860351306","860351317"
"860351606","860351606"
"860351606","860351605"
"860351606","860351613"
"860351316","860351310"
"860351316","860351311"
"860351206","860351217"
"860351206","860351218"
"860351206","860351207"
"860351304","860351313"
"860351304","860351312"
"860351307","860351314"
"860351307","860351316"
"860351307","860351315"
"860351613","860351612"
"860351613","860351613"
"860351317","860351317"
"860351317","860351319"
"860351317","860351312"
"860491715","860491703"
"860491715","860491702"
"860490801","860490801"
"860490801","860490802"
"860490801","860490804"
